"Year","Area_type","Area_code","Area_description","Median_weekly_rent_paid_by_household_$"
"2018","Statistical Area 2","335900","Ladbrooks","350"
"2018","Statistical Area 2","336000","Lincoln West","430"
"2018","Statistical Area 2","336100","Lincoln East","480"
"2018","Statistical Area 2","336200","Leeston","350"
"2018","Statistical Area 2","336300","Tai Tapu","430"
"2018","Statistical Area 2","336400","Motukarara","250"
"2018","Statistical Area 2","336500","Inland water Lake Ellesmere/Te Waihora North","C"
"2018","Statistical Area 2","336600","Ashburton Lakes","100"
"2018","Statistical Area 2","336700","Cairnbrae","170"
"2018","Statistical Area 2","336800","Ashburton Forks","150"
"2018","Statistical Area 2","336900","Methven","300"
"2018","Statistical Area 2","337000","Ealing-Lowcliffe","140"
"2018","Statistical Area 2","337100","Eiffelton","200"
"2018","Statistical Area 2","337200","Chertsey","140"
"2018","Statistical Area 2","337300","Winchmore-Wakanui","170"
"2018","Statistical Area 2","337400","Allenton North","320"
"2018","Statistical Area 2","337500","Allenton South","300"
"2018","Statistical Area 2","337600","Rakaia","300"
"2018","Statistical Area 2","337700","Ashburton North","330"
"2018","Statistical Area 2","337800","Allenton East","320"
"2018","Statistical Area 2","337900","Tinwald North","320"
"2018","Statistical Area 2","338000","Ashburton Central","290"
"2018","Statistical Area 2","338100","Ashburton West","300"
"2018","Statistical Area 2","338200","Tinwald South","330"
"2018","Statistical Area 2","338300","Ashburton East","290"
"2018","Statistical Area 2","338400","Netherby","290"
"2018","Statistical Area 2","338500","Hampstead","270"
"2018","Statistical Area 2","338600","Ben McLeod","150"
"2018","Statistical Area 2","338700","Arundel","190"
"2018","Statistical Area 2","338800","Levels Valley","210"
"2018","Statistical Area 2","338900","Geraldine","280"
"2018","Statistical Area 2","339000","Rangitata","150"
"2018","Statistical Area 2","339100","Waitohi (Timaru District)","160"
"2018","Statistical Area 2","339200","Pleasant Point","260"
"2018","Statistical Area 2","339300","Temuka West","230"
"2018","Statistical Area 2","339400","Hadlow","300"
"2018","Statistical Area 2","339500","Levels","240"
"2018","Statistical Area 2","339600","Temuka East","270"
"2018","Statistical Area 2","339700","Gleniti North","330"
"2018","Statistical Area 2","339800","Washdyke","240"
"2018","Statistical Area 2","339900","Fairview","270"
"2018","Statistical Area 2","340000","Gleniti South","300"
"2018","Statistical Area 2","340100","Glenwood","290"
"2018","Statistical Area 2","340200","Marchwiel West","250"
"2018","Statistical Area 2","340300","Marchwiel East","220"
"2018","Statistical Area 2","340400","Highfield North","290"
"2018","Statistical Area 2","340500","Highfield South","320"
"2018","Statistical Area 2","340600","Waimataitai-Maori Hill","250"
"2018","Statistical Area 2","340700","Fraser Park","280"
"2018","Statistical Area 2","340800","Seaview","260"
"2018","Statistical Area 2","340900","Inlet Port Timaru","C"
"2018","Statistical Area 2","341000","Watlington","250"
"2018","Statistical Area 2","341100","Timaru Central","200"
"2018","Statistical Area 2","341200","Timaru East","260"
"2018","Statistical Area 2","341300","Parkside","240"
"2018","Statistical Area 2","341400","Kensington (Timaru District)","250"
"2018","Statistical Area 2","341500","Mackenzie Lakes","170"
"2018","Statistical Area 2","341600","Inland water Lake Pukaki","C"
"2018","Statistical Area 2","341700","Inland water Lake Tekapo","C"
"2018","Statistical Area 2","341800","Twizel","270"
"2018","Statistical Area 2","341900","Opua (Mackenzie District)","160"
"2018","Statistical Area 2","342000","Fairlie","200"
"2018","Statistical Area 2","342100","Hakataramea","150"
"2018","Statistical Area 2","342200","Maungati","150"
"2018","Statistical Area 2","342300","Lyalldale","200"
"2018","Statistical Area 2","342400","Makikihi-Willowbridge","200"
"2018","Statistical Area 2","342500","Waimate North","240"
"2018","Statistical Area 2","342600","Morven-Glenavy-Ikawai","130"
"2018","Statistical Area 2","342700","Waimate West","220"
"2018","Statistical Area 2","342800","Waimate East","220"
"2018","Statistical Area 2","342900","Oceanic Chatham Islands","C"
"2018","Statistical Area 2","343000","Chatham Islands","150"
"2018","Statistical Area 2","343100","Aviemore","200"
"2018","Statistical Area 2","343200","Inland water Lake Ohau","C"
"2018","Statistical Area 2","343300","Danseys Pass","170"
"2018","Statistical Area 2","343400","Ngapara","150"
"2018","Statistical Area 2","343500","Lower Waitaki","150"
"2018","Statistical Area 2","343600","Waihemo","200"
"2018","Statistical Area 2","343700","Maheno","220"
"2018","Statistical Area 2","343800","Weston","280"
"2018","Statistical Area 2","343900","Oamaru North Milner Park","250"
"2018","Statistical Area 2","344000","Oamaru North Orana Park","250"
"2018","Statistical Area 2","344100","Oamaru Gardens","250"
"2018","Statistical Area 2","344200","Glen Warren","240"
"2018","Statistical Area 2","344300","Holmes Hill","280"
"2018","Statistical Area 2","344400","Oamaru Central","160"
"2018","Statistical Area 2","344500","South Hill","260"
"2018","Statistical Area 2","344600","Inlet Port Oamaru","C"
"2018","Statistical Area 2","344700","Palmerston","200"
"2018","Statistical Area 2","344800","Lindis-Nevis Valleys","330"
"2018","Statistical Area 2","344900","Cromwell West","380"
"2018","Statistical Area 2","345000","Cromwell East","360"
"2018","Statistical Area 2","345100","Manuherikia-Ida Valleys","140"
"2018","Statistical Area 2","345200","Earnscleugh","250"
"2018","Statistical Area 2","345300","Dunstan-Galloway","280"
"2018","Statistical Area 2","345400","Clyde","300"
"2018","Statistical Area 2","345500","Alexandra North","280"
"2018","Statistical Area 2","345600","Alexandra South","300"
"2018","Statistical Area 2","345700","Maniototo","130"
"2018","Statistical Area 2","345800","Teviot Valley","180"
"2018","Statistical Area 2","345900","Outer Wanaka","180"
"2018","Statistical Area 2","346000","Glenorchy","300"
"2018","Statistical Area 2","346100","Inland water Lake Wanaka","C"
"2018","Statistical Area 2","346200","Outer Wakatipu","450"
"2018","Statistical Area 2","346300","Inland water Lake Hawea","C"
"2018","Statistical Area 2","346400","Cardrona","350"
"2018","Statistical Area 2","346500","Inland water Lake Wakatipu","C"
"2018","Statistical Area 2","346600","Wanaka Waterfront","420"
"2018","Statistical Area 2","346700","Wanaka North","480"
"2018","Statistical Area 2","346800","Wanaka West","500"
"2018","Statistical Area 2","346900","Albert Town","450"
"2018","Statistical Area 2","347000","Wanaka Central","370"
"2018","Statistical Area 2","347100","Lake Hawea","380"
"2018","Statistical Area 2","347200","Upper Clutha Valley","350"
"2018","Statistical Area 2","347300","Kingston","340"
"2018","Statistical Area 2","347400","Arthurs Point","600"
"2018","Statistical Area 2","347500","Wakatipu Basin","600"
"2018","Statistical Area 2","347600","Queenstown Hill","C"
"2018","Statistical Area 2","347700","Warren Park","530"
"2018","Statistical Area 2","347800","Sunshine Bay-Fernhill","600"
"2018","Statistical Area 2","347900","Arrowtown","520"
"2018","Statistical Area 2","348000","Quail Rise","770"
"2018","Statistical Area 2","348100","Queenstown Central","380"
"2018","Statistical Area 2","348200","Queenstown East","650"
"2018","Statistical Area 2","348300","Frankton Arm","600"
"2018","Statistical Area 2","348400","Frankton","500"
"2018","Statistical Area 2","348500","Lake Hayes","420"
"2018","Statistical Area 2","348600","Kelvin Heights","650"
"2018","Statistical Area 2","348700","Shotover Country","750"
"2018","Statistical Area 2","348800","Lake Hayes Estate","720"
"2018","Statistical Area 2","348900","Jacks Point","800"
"2018","Statistical Area 2","349000","Strath Taieri","100"
"2018","Statistical Area 2","349100","Bucklands Crossing","200"
"2018","Statistical Area 2","349200","Waikouaiti","230"
"2018","Statistical Area 2","349300","Momona","200"
"2018","Statistical Area 2","349400","Taieri","300"
"2018","Statistical Area 2","349500","Inlets other Dunedin City","C"
"2018","Statistical Area 2","349600","Mount Cargill","230"
"2018","Statistical Area 2","349700","Bush Road","270"
"2018","Statistical Area 2","349800","Mosgiel East","250"
"2018","Statistical Area 2","349900","Mosgiel Central","260"
"2018","Statistical Area 2","350000","Seddon Park","160"
"2018","Statistical Area 2","350100","Wingatui","300"
"2018","Statistical Area 2","350200","Saddle Hill-Chain Hills","300"
"2018","Statistical Area 2","350300","East Taieri","350"
"2018","Statistical Area 2","350400","Halfway Bush","260"
"2018","Statistical Area 2","350500","Helensburgh","320"
"2018","Statistical Area 2","350600","Glenleith","310"
"2018","Statistical Area 2","350700","Fairfield (Dunedin City)","340"
"2018","Statistical Area 2","350800","Inlet Otago Harbour","C"
"2018","Statistical Area 2","350900","Brockville","130"
"2018","Statistical Area 2","351000","Wakari","230"
"2018","Statistical Area 2","351100","Abbotsford","280"
"2018","Statistical Area 2","351200","Brighton","300"
"2018","Statistical Area 2","351300","Pine Hill-Dalmore","240"
"2018","Statistical Area 2","351400","Kaikorai-Bradford","270"
"2018","Statistical Area 2","351500","Maori Hill","380"
"2018","Statistical Area 2","351600","Roslyn (Dunedin City)","300"
"2018","Statistical Area 2","351700","North East Valley Chingford","290"
"2018","Statistical Area 2","351800","Roseneath-Sawyers Bay","250"
"2018","Statistical Area 2","351900","Normanby","300"
"2018","Statistical Area 2","352000","North East Valley Knox","320"
"2018","Statistical Area 2","352100","Belleknowes","330"
"2018","Statistical Area 2","352200","Gardens (Dunedin City)","480"
"2018","Statistical Area 2","352300","Kenmure","320"
"2018","Statistical Area 2","352400","Campus West","320"
"2018","Statistical Area 2","352500","Waldronville","360"
"2018","Statistical Area 2","352600","Green Island","250"
"2018","Statistical Area 2","352700","Port Chalmers","220"
"2018","Statistical Area 2","352800","Royal Terrace","320"
"2018","Statistical Area 2","352900","Arthur Street","300"
"2018","Statistical Area 2","353000","Opoho","320"
"2018","Statistical Area 2","353100","Campus North","500"
"2018","Statistical Area 2","353200","Campus South","500"
"2018","Statistical Area 2","353300","Mornington","280"
"2018","Statistical Area 2","353400","Dunedin Central","350"
"2018","Statistical Area 2","353500","Maryhill","290"
"2018","Statistical Area 2","353600","Ravensbourne-St Leonards","290"
"2018","Statistical Area 2","353700","Harbourside","300"
"2018","Statistical Area 2","353800","Fernhill","240"
"2018","Statistical Area 2","353900","Otago Peninsula","180"
"2018","Statistical Area 2","354000","Concord","170"
"2018","Statistical Area 2","354100","Calton Hill","220"
"2018","Statistical Area 2","354200","Caversham","250"
"2018","Statistical Area 2","354300","Hillside-Portsmouth Drive","220"
"2018","Statistical Area 2","354400","Kew (Dunedin City)","310"
"2018","Statistical Area 2","354500","Corstorphine","140"
"2018","Statistical Area 2","354600","Forbury","270"
"2018","Statistical Area 2","354700","Bathgate Park","210"
"2018","Statistical Area 2","354800","St Clair","360"
"2018","Statistical Area 2","354900","Waverley","350"
"2018","Statistical Area 2","355000","Macandrew Bay-Company Bay","300"
"2018","Statistical Area 2","355100","Broad Bay-Portobello","280"
"2018","Statistical Area 2","355200","St Kilda South","300"
"2018","Statistical Area 2","355300","Musselburgh","280"
"2018","Statistical Area 2","355400","Shiel Hill","370"
"2018","Statistical Area 2","355500","St Kilda North","270"
"2018","Statistical Area 2","355600","Andersons Bay","310"
"2018","Statistical Area 2","355700","Tainui","330"
"2018","Statistical Area 2","355800","West Otago","120"
"2018","Statistical Area 2","355900","Tuapeka","140"
"2018","Statistical Area 2","356000","Clinton","120"
"2018","Statistical Area 2","356100","Clutha Valley","150"
"2018","Statistical Area 2","356200","Bruce","170"
"2018","Statistical Area 2","356300","Catlins","150"
"2018","Statistical Area 2","356400","Milton","200"
"2018","Statistical Area 2","356500","Balclutha South","200"
"2018","Statistical Area 2","356600","Balclutha North","230"
"2018","Statistical Area 2","356700","Benhar-Stirling","230"
"2018","Statistical Area 2","356800","Kaitangata-Matau","160"
"2018","Statistical Area 2","356900","Inlet Catlins","C"
"2018","Statistical Area 2","357000","Fiordland","C"
"2018","Statistical Area 2","357100","Inlets Fiordland","C"
"2018","Statistical Area 2","357200","Inland water Lake Te Anau","C"
"2018","Statistical Area 2","357300","Mararoa","150"
"2018","Statistical Area 2","357400","Inland water Lake Manapouri","C"
"2018","Statistical Area 2","357500","Te Anau","250"
"2018","Statistical Area 2","357600","Whitestone","250"
"2018","Statistical Area 2","357700","Mossburn","130"
"2018","Statistical Area 2","357800","Inland water Lake Hauroko","C"
"2018","Statistical Area 2","357900","Longwood Forest","140"
"2018","Statistical Area 2","358000","Ohai-Nightcaps","120"
"2018","Statistical Area 2","358100","Riversdale-Piano Flat","130"
"2018","Statistical Area 2","358200","Lumsden-Balfour","130"
"2018","Statistical Area 2","358300","Oreti River","150"
"2018","Statistical Area 2","358400","Otautau","140"
"2018","Statistical Area 2","358500","Hedgehope","150"
"2018","Statistical Area 2","358600","Winton","220"
"2018","Statistical Area 2","358700","Waianiwa","150"
"2018","Statistical Area 2","358800","Riverton","200"
"2018","Statistical Area 2","358900","Wallacetown","200"
"2018","Statistical Area 2","359000","Grove Bush","160"
"2018","Statistical Area 2","359100","Edendale-Woodlands","150"
"2018","Statistical Area 2","359200","Inlets other Southland District","C"
"2018","Statistical Area 2","359300","Stewart Island","180"
"2018","Statistical Area 2","359400","Awarua Plains","150"
"2018","Statistical Area 2","359500","Wyndham-Catlins","120"
"2018","Statistical Area 2","359600","Waikaka","150"
"2018","Statistical Area 2","359700","Waimumu-Kaiwera","150"
"2018","Statistical Area 2","359800","Gore North","230"
"2018","Statistical Area 2","359900","Gore West","230"
"2018","Statistical Area 2","360000","East Gore","210"
"2018","Statistical Area 2","360100","Gore Central","180"
"2018","Statistical Area 2","360200","Gore Main","180"
"2018","Statistical Area 2","360300","Gore South","210"
"2018","Statistical Area 2","360400","Mataura","160"
"2018","Statistical Area 2","360500","West Plains-Makarewa","200"
"2018","Statistical Area 2","360600","Prestonville-Grasmere","260"
"2018","Statistical Area 2","360700","Donovan Park","280"
"2018","Statistical Area 2","360800","Myross Bush","290"
"2018","Statistical Area 2","360900","Otatara","300"
"2018","Statistical Area 2","361000","Invercargill Central","180"
"2018","Statistical Area 2","361100","Gladstone (Invercargill City)","250"
"2018","Statistical Area 2","361200","Rosedale","300"
"2018","Statistical Area 2","361300","Avenal","200"
"2018","Statistical Area 2","361400","Hargest","300"
"2018","Statistical Area 2","361500","Windsor","250"
"2018","Statistical Area 2","361600","Richmond (Invercargill City)","250"
"2018","Statistical Area 2","361700","Glengarry","200"
"2018","Statistical Area 2","361800","Inlet New River Estuary","C"
"2018","Statistical Area 2","361900","Turnbull Thompson Park","230"
"2018","Statistical Area 2","362000","Crinan","190"
"2018","Statistical Area 2","362100","Georgetown","220"
"2018","Statistical Area 2","362200","Kew (Invercargill City)","220"
"2018","Statistical Area 2","362300","Kennington-Tisbury","280"
"2018","Statistical Area 2","362400","Newfield","230"
"2018","Statistical Area 2","362500","Strathern","220"
"2018","Statistical Area 2","362600","Elizabeth Park","220"
"2018","Statistical Area 2","362700","Aurora","240"
"2018","Statistical Area 2","362800","Moulson","250"
"2018","Statistical Area 2","362900","Kingswell","250"
"2018","Statistical Area 2","363000","Clifton","230"
"2018","Statistical Area 2","363100","Woodend-Greenhills","200"
"2018","Statistical Area 2","363200","Inlet Bluff Harbour","C"
"2018","Statistical Area 2","363300","Bluff","160"
"2018","Statistical Area 2","363400","Oceanic West Coast Region","C"
"2018","Statistical Area 2","363500","Oceanic Nelson Region","C"
"2018","Statistical Area 2","363600","Oceanic Marlborough Region","C"
"2018","Statistical Area 2","363700","Oceanic Southland Region","C"
"2018","Statistical Area 2","363800","Oceanic Canterbury Region","C"
"2018","Statistical Area 2","363900","Oceanic Otago Region","C"
"2018","Statistical Area 2","400001","New Zealand Economic Zone","C"
"2018","Statistical Area 2","400002","Oceanic Kermadec Islands","C"
"2018","Statistical Area 2","400003","Kermadec Islands","C"
"2018","Statistical Area 2","400004","Oceanic Oil Rig Taranaki","C"
"2018","Statistical Area 2","400005","Oceanic Campbell Island","C"
"2018","Statistical Area 2","400006","Campbell Island","C"
"2018","Statistical Area 2","400007","Oceanic Oil Rig Southland","C"
"2018","Statistical Area 2","400008","Oceanic Auckland Islands","C"
"2018","Statistical Area 2","400009","Auckland Islands","C"
"2018","Statistical Area 2","400010","Oceanic Bounty Islands","C"
"2018","Statistical Area 2","400011","Bounty Islands","C"
"2018","Statistical Area 2","400012","Oceanic Snares Islands","C"
"2018","Statistical Area 2","400013","Snares Islands","C"
"2018","Statistical Area 2","400014","Oceanic Antipodes Islands","C"
"2018","Statistical Area 2","400015","Antipodes Islands","C"
"2018","Statistical Area 2","400016","Ross Dependency","C"
"2018","Statistical Area 2","Total","Total","340"
