"Year","Area_type","Area_code","Area_description","Maori_ethnic_group_indicator_summary_code","Maori_ethnic_group_indicator_summary_description","Median_total_personal_income_$"
"2018","Statistical Area 2","314900","Rangiora South East","20","Maori","29300"
"2018","Statistical Area 2","314900","Rangiora South East","Total","Total","33200"
"2018","Statistical Area 2","315000","Southbrook","00","No 'Maori' response given","32500"
"2018","Statistical Area 2","315000","Southbrook","20","Maori","30500"
"2018","Statistical Area 2","315000","Southbrook","Total","Total","32200"
"2018","Statistical Area 2","315100","Swannanoa-Eyreton","00","No 'Maori' response given","40400"
"2018","Statistical Area 2","315100","Swannanoa-Eyreton","20","Maori","25700"
"2018","Statistical Area 2","315100","Swannanoa-Eyreton","Total","Total","39100"
"2018","Statistical Area 2","315200","Tuahiwi","00","No 'Maori' response given","33800"
"2018","Statistical Area 2","315200","Tuahiwi","20","Maori","25600"
"2018","Statistical Area 2","315200","Tuahiwi","Total","Total","32100"
"2018","Statistical Area 2","315300","Woodend","00","No 'Maori' response given","33500"
"2018","Statistical Area 2","315300","Woodend","20","Maori","31200"
"2018","Statistical Area 2","315300","Woodend","Total","Total","33300"
"2018","Statistical Area 2","315400","Pegasus","00","No 'Maori' response given","40500"
"2018","Statistical Area 2","315400","Pegasus","20","Maori","42300"
"2018","Statistical Area 2","315400","Pegasus","Total","Total","40600"
"2018","Statistical Area 2","315500","Clarkville","00","No 'Maori' response given","41200"
"2018","Statistical Area 2","315500","Clarkville","20","Maori","38000"
"2018","Statistical Area 2","315500","Clarkville","Total","Total","40900"
"2018","Statistical Area 2","315600","Pegasus Bay","00","No 'Maori' response given","30700"
"2018","Statistical Area 2","315600","Pegasus Bay","20","Maori","25500"
"2018","Statistical Area 2","315600","Pegasus Bay","Total","Total","30400"
"2018","Statistical Area 2","315700","Kaiapoi North West","00","No 'Maori' response given","28700"
"2018","Statistical Area 2","315700","Kaiapoi North West","20","Maori","31300"
"2018","Statistical Area 2","315700","Kaiapoi North West","Total","Total","28900"
"2018","Statistical Area 2","315800","Silverstream (Waimakariri District)","00","No 'Maori' response given","37300"
"2018","Statistical Area 2","315800","Silverstream (Waimakariri District)","20","Maori","34900"
"2018","Statistical Area 2","315800","Silverstream (Waimakariri District)","Total","Total","37100"
"2018","Statistical Area 2","315900","Sovereign Palms","00","No 'Maori' response given","38800"
"2018","Statistical Area 2","315900","Sovereign Palms","20","Maori","36800"
"2018","Statistical Area 2","315900","Sovereign Palms","Total","Total","38600"
"2018","Statistical Area 2","316000","Kaiapoi West","00","No 'Maori' response given","30900"
"2018","Statistical Area 2","316000","Kaiapoi West","20","Maori","26800"
"2018","Statistical Area 2","316000","Kaiapoi West","Total","Total","30000"
"2018","Statistical Area 2","316100","Kaiapoi Central","00","No 'Maori' response given","28000"
"2018","Statistical Area 2","316100","Kaiapoi Central","20","Maori","30900"
"2018","Statistical Area 2","316100","Kaiapoi Central","Total","Total","28200"
"2018","Statistical Area 2","316200","Kaiapoi South","00","No 'Maori' response given","31500"
"2018","Statistical Area 2","316200","Kaiapoi South","20","Maori","27600"
"2018","Statistical Area 2","316200","Kaiapoi South","Total","Total","31200"
"2018","Statistical Area 2","316300","Kaiapoi East","00","No 'Maori' response given","23600"
"2018","Statistical Area 2","316300","Kaiapoi East","20","Maori","38000"
"2018","Statistical Area 2","316300","Kaiapoi East","Total","Total","24100"
"2018","Statistical Area 2","316400","McLeans Island","00","No 'Maori' response given","32000"
"2018","Statistical Area 2","316400","McLeans Island","20","Maori","42600"
"2018","Statistical Area 2","316400","McLeans Island","Total","Total","32600"
"2018","Statistical Area 2","316500","Paparua","00","No 'Maori' response given","12700"
"2018","Statistical Area 2","316500","Paparua","20","Maori","2900"
"2018","Statistical Area 2","316500","Paparua","Total","Total","8200"
"2018","Statistical Area 2","316600","Yaldhurst","00","No 'Maori' response given","39800"
"2018","Statistical Area 2","316600","Yaldhurst","20","Maori","36200"
"2018","Statistical Area 2","316600","Yaldhurst","Total","Total","39600"
"2018","Statistical Area 2","316700","Christchurch Airport","00","No 'Maori' response given","32600"
"2018","Statistical Area 2","316700","Christchurch Airport","20","Maori","19700"
"2018","Statistical Area 2","316700","Christchurch Airport","Total","Total","29100"
"2018","Statistical Area 2","316800","Clearwater","00","No 'Maori' response given","50600"
"2018","Statistical Area 2","316800","Clearwater","20","Maori","38000"
"2018","Statistical Area 2","316800","Clearwater","Total","Total","50300"
"2018","Statistical Area 2","316900","Belfast West","00","No 'Maori' response given","35600"
"2018","Statistical Area 2","316900","Belfast West","20","Maori","35200"
"2018","Statistical Area 2","316900","Belfast West","Total","Total","35600"
"2018","Statistical Area 2","317000","Harewood","00","No 'Maori' response given","37400"
"2018","Statistical Area 2","317000","Harewood","20","Maori","45700"
"2018","Statistical Area 2","317000","Harewood","Total","Total","37800"
"2018","Statistical Area 2","317100","Brooklands-Spencerville","00","No 'Maori' response given","35800"
"2018","Statistical Area 2","317100","Brooklands-Spencerville","20","Maori","36400"
"2018","Statistical Area 2","317100","Brooklands-Spencerville","Total","Total","36000"
"2018","Statistical Area 2","317200","Styx","00","No 'Maori' response given","33300"
"2018","Statistical Area 2","317200","Styx","20","Maori","36900"
"2018","Statistical Area 2","317200","Styx","Total","Total","33900"
"2018","Statistical Area 2","317300","Belfast East","00","No 'Maori' response given","33000"
"2018","Statistical Area 2","317300","Belfast East","20","Maori","36100"
"2018","Statistical Area 2","317300","Belfast East","Total","Total","33400"
"2018","Statistical Area 2","317400","Northwood","00","No 'Maori' response given","37400"
"2018","Statistical Area 2","317400","Northwood","20","Maori","37900"
"2018","Statistical Area 2","317400","Northwood","Total","Total","37400"
"2018","Statistical Area 2","317500","Russley","00","No 'Maori' response given","36800"
"2018","Statistical Area 2","317500","Russley","20","Maori","46500"
"2018","Statistical Area 2","317500","Russley","Total","Total","37400"
"2018","Statistical Area 2","317600","Regents Park","00","No 'Maori' response given","45200"
"2018","Statistical Area 2","317600","Regents Park","20","Maori","31500"
"2018","Statistical Area 2","317600","Regents Park","Total","Total","44900"
"2018","Statistical Area 2","317700","Hawthornden","00","No 'Maori' response given","33100"
"2018","Statistical Area 2","317700","Hawthornden","20","Maori","28700"
"2018","Statistical Area 2","317700","Hawthornden","Total","Total","32800"
"2018","Statistical Area 2","317800","Bishopdale North","00","No 'Maori' response given","35300"
"2018","Statistical Area 2","317800","Bishopdale North","20","Maori","31200"
"2018","Statistical Area 2","317800","Bishopdale North","Total","Total","35200"
"2018","Statistical Area 2","317900","Casebrook","00","No 'Maori' response given","34900"
"2018","Statistical Area 2","317900","Casebrook","20","Maori","28300"
"2018","Statistical Area 2","317900","Casebrook","Total","Total","34500"
"2018","Statistical Area 2","318000","Bishopdale West","00","No 'Maori' response given","32000"
"2018","Statistical Area 2","318000","Bishopdale West","20","Maori","25900"
"2018","Statistical Area 2","318000","Bishopdale West","Total","Total","31700"
"2018","Statistical Area 2","318100","Templeton","00","No 'Maori' response given","38600"
"2018","Statistical Area 2","318100","Templeton","20","Maori","32000"
"2018","Statistical Area 2","318100","Templeton","Total","Total","38200"
"2018","Statistical Area 2","318200","Islington","00","No 'Maori' response given","34300"
"2018","Statistical Area 2","318200","Islington","20","Maori","35200"
"2018","Statistical Area 2","318200","Islington","Total","Total","34400"
"2018","Statistical Area 2","318300","Burnside Park","00","No 'Maori' response given","33700"
"2018","Statistical Area 2","318300","Burnside Park","20","Maori","25800"
"2018","Statistical Area 2","318300","Burnside Park","Total","Total","33400"
"2018","Statistical Area 2","318400","Marshland","00","No 'Maori' response given","38300"
"2018","Statistical Area 2","318400","Marshland","20","Maori","30100"
"2018","Statistical Area 2","318400","Marshland","Total","Total","37700"
"2018","Statistical Area 2","318500","Avonhead North","00","No 'Maori' response given","35500"
"2018","Statistical Area 2","318500","Avonhead North","20","Maori","42700"
"2018","Statistical Area 2","318500","Avonhead North","Total","Total","35700"
"2018","Statistical Area 2","318600","Redwood North","00","No 'Maori' response given","37400"
"2018","Statistical Area 2","318600","Redwood North","20","Maori","32400"
"2018","Statistical Area 2","318600","Redwood North","Total","Total","37000"
"2018","Statistical Area 2","318700","Broomfield","00","No 'Maori' response given","29100"
"2018","Statistical Area 2","318700","Broomfield","20","Maori","21800"
"2018","Statistical Area 2","318700","Broomfield","Total","Total","28400"
"2018","Statistical Area 2","318800","Redwood West","00","No 'Maori' response given","28500"
"2018","Statistical Area 2","318800","Redwood West","20","Maori","20400"
"2018","Statistical Area 2","318800","Redwood West","Total","Total","27400"
"2018","Statistical Area 2","318900","Avonhead West","00","No 'Maori' response given","32200"
"2018","Statistical Area 2","318900","Avonhead West","20","Maori","25900"
"2018","Statistical Area 2","318900","Avonhead West","Total","Total","32000"
"2018","Statistical Area 2","319000","Bishopdale South","00","No 'Maori' response given","30400"
"2018","Statistical Area 2","319000","Bishopdale South","20","Maori","25600"
"2018","Statistical Area 2","319000","Bishopdale South","Total","Total","30200"
"2018","Statistical Area 2","319100","Islington-Hornby Industrial","00","No 'Maori' response given","31200"
"2018","Statistical Area 2","319100","Islington-Hornby Industrial","20","Maori","31000"
"2018","Statistical Area 2","319100","Islington-Hornby Industrial","Total","Total","30800"
"2018","Statistical Area 2","319200","Burnside","00","No 'Maori' response given","32800"
"2018","Statistical Area 2","319200","Burnside","20","Maori","25400"
"2018","Statistical Area 2","319200","Burnside","Total","Total","32400"
"2018","Statistical Area 2","319300","Hei Hei","00","No 'Maori' response given","32900"
"2018","Statistical Area 2","319300","Hei Hei","20","Maori","29100"
"2018","Statistical Area 2","319300","Hei Hei","Total","Total","32400"
"2018","Statistical Area 2","319400","Papanui North","00","No 'Maori' response given","23000"
"2018","Statistical Area 2","319400","Papanui North","20","Maori","17000"
"2018","Statistical Area 2","319400","Papanui North","Total","Total","22300"
"2018","Statistical Area 2","319500","Avonhead East","00","No 'Maori' response given","31700"
"2018","Statistical Area 2","319500","Avonhead East","20","Maori","36800"
"2018","Statistical Area 2","319500","Avonhead East","Total","Total","32000"
"2018","Statistical Area 2","319600","Redwood East","00","No 'Maori' response given","33300"
"2018","Statistical Area 2","319600","Redwood East","20","Maori","30300"
"2018","Statistical Area 2","319600","Redwood East","Total","Total","33100"
"2018","Statistical Area 2","319700","Avonhead South","00","No 'Maori' response given","32600"
"2018","Statistical Area 2","319700","Avonhead South","20","Maori","30900"
"2018","Statistical Area 2","319700","Avonhead South","Total","Total","32400"
"2018","Statistical Area 2","319800","Riccarton Racecourse","00","No 'Maori' response given","34900"
"2018","Statistical Area 2","319800","Riccarton Racecourse","20","Maori","33900"
"2018","Statistical Area 2","319800","Riccarton Racecourse","Total","Total","34800"
"2018","Statistical Area 2","319900","Bryndwr North","00","No 'Maori' response given","29800"
"2018","Statistical Area 2","319900","Bryndwr North","20","Maori","23500"
"2018","Statistical Area 2","319900","Bryndwr North","Total","Total","29000"
"2018","Statistical Area 2","320000","Northlands (Christchurch City)","00","No 'Maori' response given","33400"
"2018","Statistical Area 2","320000","Northlands (Christchurch City)","20","Maori","C"
"2018","Statistical Area 2","320000","Northlands (Christchurch City)","Total","Total","32800"
"2018","Statistical Area 2","320100","Papanui West","00","No 'Maori' response given","32200"
"2018","Statistical Area 2","320100","Papanui West","20","Maori","24700"
"2018","Statistical Area 2","320100","Papanui West","Total","Total","31800"
"2018","Statistical Area 2","320200","Ilam North","00","No 'Maori' response given","24300"
"2018","Statistical Area 2","320200","Ilam North","20","Maori","21400"
"2018","Statistical Area 2","320200","Ilam North","Total","Total","24100"
"2018","Statistical Area 2","320300","Hornby West","00","No 'Maori' response given","32500"
"2018","Statistical Area 2","320300","Hornby West","20","Maori","32600"
"2018","Statistical Area 2","320300","Hornby West","Total","Total","32500"
"2018","Statistical Area 2","320400","Hornby Central","00","No 'Maori' response given","35500"
"2018","Statistical Area 2","320400","Hornby Central","20","Maori","29200"
"2018","Statistical Area 2","320400","Hornby Central","Total","Total","35000"
"2018","Statistical Area 2","320500","Northcote (Christchurch City)","00","No 'Maori' response given","32300"
"2018","Statistical Area 2","320500","Northcote (Christchurch City)","20","Maori","29700"
"2018","Statistical Area 2","320500","Northcote (Christchurch City)","Total","Total","32100"
"2018","Statistical Area 2","320600","Jellie Park","00","No 'Maori' response given","35600"
"2018","Statistical Area 2","320600","Jellie Park","20","Maori","30500"
"2018","Statistical Area 2","320600","Jellie Park","Total","Total","35600"
"2018","Statistical Area 2","320700","Ilam South","00","No 'Maori' response given","23200"
"2018","Statistical Area 2","320700","Ilam South","20","Maori","17700"
"2018","Statistical Area 2","320700","Ilam South","Total","Total","22900"
"2018","Statistical Area 2","320800","Bryndwr South","00","No 'Maori' response given","26700"
"2018","Statistical Area 2","320800","Bryndwr South","20","Maori","21100"
"2018","Statistical Area 2","320800","Bryndwr South","Total","Total","26000"
"2018","Statistical Area 2","320900","Papanui East","00","No 'Maori' response given","33100"
"2018","Statistical Area 2","320900","Papanui East","20","Maori","32000"
"2018","Statistical Area 2","320900","Papanui East","Total","Total","33000"
"2018","Statistical Area 2","321000","Sockburn North","00","No 'Maori' response given","24400"
"2018","Statistical Area 2","321000","Sockburn North","20","Maori","24200"
"2018","Statistical Area 2","321000","Sockburn North","Total","Total","24400"
"2018","Statistical Area 2","321100","Hornby South","00","No 'Maori' response given","32400"
"2018","Statistical Area 2","321100","Hornby South","20","Maori","27300"
"2018","Statistical Area 2","321100","Hornby South","Total","Total","31900"
"2018","Statistical Area 2","321200","Ilam University","00","No 'Maori' response given","7900"
"2018","Statistical Area 2","321200","Ilam University","20","Maori","7400"
"2018","Statistical Area 2","321200","Ilam University","Total","Total","7900"
"2018","Statistical Area 2","321300","Prestons","00","No 'Maori' response given","43700"
"2018","Statistical Area 2","321300","Prestons","20","Maori","46900"
"2018","Statistical Area 2","321300","Prestons","Total","Total","43900"
"2018","Statistical Area 2","321400","Strowan","00","No 'Maori' response given","40400"
"2018","Statistical Area 2","321400","Strowan","20","Maori","35400"
"2018","Statistical Area 2","321400","Strowan","Total","Total","40000"
"2018","Statistical Area 2","321500","Fendalton","00","No 'Maori' response given","44400"
"2018","Statistical Area 2","321500","Fendalton","20","Maori","35800"
"2018","Statistical Area 2","321500","Fendalton","Total","Total","44200"
"2018","Statistical Area 2","321600","Waitikiri","00","No 'Maori' response given","43100"
"2018","Statistical Area 2","321600","Waitikiri","20","Maori","39800"
"2018","Statistical Area 2","321600","Waitikiri","Total","Total","42900"
"2018","Statistical Area 2","321700","Mairehau North","00","No 'Maori' response given","30600"
"2018","Statistical Area 2","321700","Mairehau North","20","Maori","32200"
"2018","Statistical Area 2","321700","Mairehau North","Total","Total","30800"
"2018","Statistical Area 2","321800","Bush Inn","00","No 'Maori' response given","17100"
"2018","Statistical Area 2","321800","Bush Inn","20","Maori","16100"
"2018","Statistical Area 2","321800","Bush Inn","Total","Total","17000"
"2018","Statistical Area 2","321900","Awatea North","00","No 'Maori' response given","35100"
"2018","Statistical Area 2","321900","Awatea North","20","Maori","34300"
"2018","Statistical Area 2","321900","Awatea North","Total","Total","35100"
"2018","Statistical Area 2","322000","Upper Riccarton","00","No 'Maori' response given","20000"
"2018","Statistical Area 2","322000","Upper Riccarton","20","Maori","17800"
"2018","Statistical Area 2","322000","Upper Riccarton","Total","Total","19700"
"2018","Statistical Area 2","322100","Malvern","00","No 'Maori' response given","45400"
"2018","Statistical Area 2","322100","Malvern","20","Maori","32300"
"2018","Statistical Area 2","322100","Malvern","Total","Total","44500"
"2018","Statistical Area 2","322200","Rutland","00","No 'Maori' response given","43200"
"2018","Statistical Area 2","322200","Rutland","20","Maori","39800"
"2018","Statistical Area 2","322200","Rutland","Total","Total","43100"
"2018","Statistical Area 2","322300","Sockburn South","00","No 'Maori' response given","36700"
"2018","Statistical Area 2","322300","Sockburn South","20","Maori","31900"
"2018","Statistical Area 2","322300","Sockburn South","Total","Total","35600"
"2018","Statistical Area 2","322400","Deans Bush","00","No 'Maori' response given","37300"
"2018","Statistical Area 2","322400","Deans Bush","20","Maori","14500"
"2018","Statistical Area 2","322400","Deans Bush","Total","Total","36800"
"2018","Statistical Area 2","322500","Wigram North","00","No 'Maori' response given","28600"
"2018","Statistical Area 2","322500","Wigram North","20","Maori","36000"
"2018","Statistical Area 2","322500","Wigram North","Total","Total","28900"
"2018","Statistical Area 2","322600","Holmwood","00","No 'Maori' response given","52800"
"2018","Statistical Area 2","322600","Holmwood","20","Maori","45900"
"2018","Statistical Area 2","322600","Holmwood","Total","Total","52800"
"2018","Statistical Area 2","322700","Wharenui","00","No 'Maori' response given","20400"
"2018","Statistical Area 2","322700","Wharenui","20","Maori","16000"
"2018","Statistical Area 2","322700","Wharenui","Total","Total","20100"
"2018","Statistical Area 2","322800","Wigram West","00","No 'Maori' response given","34600"
"2018","Statistical Area 2","322800","Wigram West","20","Maori","51300"
"2018","Statistical Area 2","322800","Wigram West","Total","Total","35100"
"2018","Statistical Area 2","322900","Awatea South","00","No 'Maori' response given","31600"
"2018","Statistical Area 2","322900","Awatea South","20","Maori","54400"
"2018","Statistical Area 2","322900","Awatea South","Total","Total","32300"
"2018","Statistical Area 2","323000","Merivale","00","No 'Maori' response given","45400"
"2018","Statistical Area 2","323000","Merivale","20","Maori","33200"
"2018","Statistical Area 2","323000","Merivale","Total","Total","44700"
"2018","Statistical Area 2","323100","Mairehau South","00","No 'Maori' response given","39000"
"2018","Statistical Area 2","323100","Mairehau South","20","Maori","28000"
"2018","Statistical Area 2","323100","Mairehau South","Total","Total","38300"
"2018","Statistical Area 2","323200","Mona Vale","00","No 'Maori' response given","34900"
"2018","Statistical Area 2","323200","Mona Vale","20","Maori","32300"
"2018","Statistical Area 2","323200","Mona Vale","Total","Total","34700"
"2018","Statistical Area 2","323300","Riccarton West","00","No 'Maori' response given","18800"
"2018","Statistical Area 2","323300","Riccarton West","20","Maori","17700"
"2018","Statistical Area 2","323300","Riccarton West","Total","Total","18600"
"2018","Statistical Area 2","323400","Shirley West","00","No 'Maori' response given","28300"
"2018","Statistical Area 2","323400","Shirley West","20","Maori","20400"
"2018","Statistical Area 2","323400","Shirley West","Total","Total","27100"
"2018","Statistical Area 2","323500","Middleton","00","No 'Maori' response given","19200"
"2018","Statistical Area 2","323500","Middleton","20","Maori","17900"
"2018","Statistical Area 2","323500","Middleton","Total","Total","18900"
"2018","Statistical Area 2","323600","Wigram South","00","No 'Maori' response given","36600"
"2018","Statistical Area 2","323600","Wigram South","20","Maori","41600"
"2018","Statistical Area 2","323600","Wigram South","Total","Total","37000"
"2018","Statistical Area 2","323700","Queenspark","00","No 'Maori' response given","34300"
"2018","Statistical Area 2","323700","Queenspark","20","Maori","31600"
"2018","Statistical Area 2","323700","Queenspark","Total","Total","34100"
"2018","Statistical Area 2","323800","St Albans North","00","No 'Maori' response given","37000"
"2018","Statistical Area 2","323800","St Albans North","20","Maori","36000"
"2018","Statistical Area 2","323800","St Albans North","Total","Total","37000"
"2018","Statistical Area 2","323900","St Albans West","00","No 'Maori' response given","39800"
"2018","Statistical Area 2","323900","St Albans West","20","Maori","35300"
"2018","Statistical Area 2","323900","St Albans West","Total","Total","39500"
"2018","Statistical Area 2","324000","Travis Wetlands","00","No 'Maori' response given","33600"
"2018","Statistical Area 2","324000","Travis Wetlands","20","Maori","33200"
"2018","Statistical Area 2","324000","Travis Wetlands","Total","Total","33600"
"2018","Statistical Area 2","324100","Wigram East","00","No 'Maori' response given","38900"
"2018","Statistical Area 2","324100","Wigram East","20","Maori","34100"
"2018","Statistical Area 2","324100","Wigram East","Total","Total","38600"
"2018","Statistical Area 2","324200","Riccarton Central","00","No 'Maori' response given","33500"
"2018","Statistical Area 2","324200","Riccarton Central","20","Maori","33100"
"2018","Statistical Area 2","324200","Riccarton Central","Total","Total","33800"
"2018","Statistical Area 2","324300","Oaklands West","00","No 'Maori' response given","36600"
"2018","Statistical Area 2","324300","Oaklands West","20","Maori","40000"
"2018","Statistical Area 2","324300","Oaklands West","Total","Total","36900"
"2018","Statistical Area 2","324400","Riccarton South","00","No 'Maori' response given","27000"
"2018","Statistical Area 2","324400","Riccarton South","20","Maori","19200"
"2018","Statistical Area 2","324400","Riccarton South","Total","Total","26400"
"2018","Statistical Area 2","324500","Halswell West","00","No 'Maori' response given","47500"
"2018","Statistical Area 2","324500","Halswell West","20","Maori","48600"
"2018","Statistical Area 2","324500","Halswell West","Total","Total","47600"
"2018","Statistical Area 2","324600","Shirley East","00","No 'Maori' response given","28000"
"2018","Statistical Area 2","324600","Shirley East","20","Maori","27700"
"2018","Statistical Area 2","324600","Shirley East","Total","Total","28000"
"2018","Statistical Area 2","324700","Broken Run","00","No 'Maori' response given","42700"
"2018","Statistical Area 2","324700","Broken Run","20","Maori","13800"
"2018","Statistical Area 2","324700","Broken Run","Total","Total","42100"
"2018","Statistical Area 2","324800","St Albans East","00","No 'Maori' response given","40300"
"2018","Statistical Area 2","324800","St Albans East","20","Maori","32100"
"2018","Statistical Area 2","324800","St Albans East","Total","Total","39700"
"2018","Statistical Area 2","324900","Hagley Park","00","No 'Maori' response given","41400"
"2018","Statistical Area 2","324900","Hagley Park","20","Maori","C"
"2018","Statistical Area 2","324900","Hagley Park","Total","Total","39500"
"2018","Statistical Area 2","325000","Hillmorton","00","No 'Maori' response given","35800"
"2018","Statistical Area 2","325000","Hillmorton","20","Maori","30800"
"2018","Statistical Area 2","325000","Hillmorton","Total","Total","35300"
"2018","Statistical Area 2","325100","Parklands","00","No 'Maori' response given","31400"
"2018","Statistical Area 2","325100","Parklands","20","Maori","27700"
"2018","Statistical Area 2","325100","Parklands","Total","Total","30800"
"2018","Statistical Area 2","325200","Riccarton East","00","No 'Maori' response given","31700"
"2018","Statistical Area 2","325200","Riccarton East","20","Maori","34100"
"2018","Statistical Area 2","325200","Riccarton East","Total","Total","31800"
"2018","Statistical Area 2","325300","Edgeware","00","No 'Maori' response given","37300"
"2018","Statistical Area 2","325300","Edgeware","20","Maori","31000"
"2018","Statistical Area 2","325300","Edgeware","Total","Total","37000"
"2018","Statistical Area 2","325400","Aidanfield","00","No 'Maori' response given","33300"
"2018","Statistical Area 2","325400","Aidanfield","20","Maori","43400"
"2018","Statistical Area 2","325400","Aidanfield","Total","Total","33600"
"2018","Statistical Area 2","325500","Tower Junction","00","No 'Maori' response given","22600"
"2018","Statistical Area 2","325500","Tower Junction","20","Maori","C"
"2018","Statistical Area 2","325500","Tower Junction","Total","Total","22500"
"2018","Statistical Area 2","325600","Burwood","00","No 'Maori' response given","33600"
"2018","Statistical Area 2","325600","Burwood","20","Maori","30600"
"2018","Statistical Area 2","325600","Burwood","Total","Total","33300"
"2018","Statistical Area 2","325700","Christchurch Central-West","00","No 'Maori' response given","46200"
"2018","Statistical Area 2","325700","Christchurch Central-West","20","Maori","43800"
"2018","Statistical Area 2","325700","Christchurch Central-West","Total","Total","45900"
"2018","Statistical Area 2","325800","Christchurch Central-North","00","No 'Maori' response given","39400"
"2018","Statistical Area 2","325800","Christchurch Central-North","20","Maori","36900"
"2018","Statistical Area 2","325800","Christchurch Central-North","Total","Total","39300"
"2018","Statistical Area 2","325900","Richmond North (Christchurch City)","00","No 'Maori' response given","36200"
"2018","Statistical Area 2","325900","Richmond North (Christchurch City)","20","Maori","29600"
"2018","Statistical Area 2","325900","Richmond North (Christchurch City)","Total","Total","35500"
"2018","Statistical Area 2","326000","Waimairi Beach","00","No 'Maori' response given","45300"
"2018","Statistical Area 2","326000","Waimairi Beach","20","Maori","43200"
"2018","Statistical Area 2","326000","Waimairi Beach","Total","Total","44900"
"2018","Statistical Area 2","326100","Addington West","00","No 'Maori' response given","30800"
"2018","Statistical Area 2","326100","Addington West","20","Maori","24000"
"2018","Statistical Area 2","326100","Addington West","Total","Total","30200"
"2018","Statistical Area 2","326200","Otakaro-Avon River Corridor","00","No 'Maori' response given","23700"
"2018","Statistical Area 2","326200","Otakaro-Avon River Corridor","20","Maori","18600"
"2018","Statistical Area 2","326200","Otakaro-Avon River Corridor","Total","Total","22500"
"2018","Statistical Area 2","326300","Oaklands East","00","No 'Maori' response given","37600"
"2018","Statistical Area 2","326300","Oaklands East","20","Maori","34800"
"2018","Statistical Area 2","326300","Oaklands East","Total","Total","37400"
"2018","Statistical Area 2","326400","Addington North","00","No 'Maori' response given","40000"
"2018","Statistical Area 2","326400","Addington North","20","Maori","C"
"2018","Statistical Area 2","326400","Addington North","Total","Total","40000"
"2018","Statistical Area 2","326500","Dallington","00","No 'Maori' response given","30300"
"2018","Statistical Area 2","326500","Dallington","20","Maori","25100"
"2018","Statistical Area 2","326500","Dallington","Total","Total","29900"
"2018","Statistical Area 2","326600","Christchurch Central","00","No 'Maori' response given","33900"
"2018","Statistical Area 2","326600","Christchurch Central","20","Maori","32700"
"2018","Statistical Area 2","326600","Christchurch Central","Total","Total","33500"
"2018","Statistical Area 2","326700","Hoon Hay West","00","No 'Maori' response given","26600"
"2018","Statistical Area 2","326700","Hoon Hay West","20","Maori","23700"
"2018","Statistical Area 2","326700","Hoon Hay West","Total","Total","26000"
"2018","Statistical Area 2","326800","Richmond South (Christchurch City)","00","No 'Maori' response given","32200"
"2018","Statistical Area 2","326800","Richmond South (Christchurch City)","20","Maori","20700"
"2018","Statistical Area 2","326800","Richmond South (Christchurch City)","Total","Total","31100"
"2018","Statistical Area 2","326900","Spreydon West","00","No 'Maori' response given","36300"
"2018","Statistical Area 2","326900","Spreydon West","20","Maori","37000"
"2018","Statistical Area 2","326900","Spreydon West","Total","Total","36300"
"2018","Statistical Area 2","327000","Christchurch Central-East","00","No 'Maori' response given","38400"
"2018","Statistical Area 2","327000","Christchurch Central-East","20","Maori","27700"
"2018","Statistical Area 2","327000","Christchurch Central-East","Total","Total","37800"
"2018","Statistical Area 2","327100","Christchurch Central-South","00","No 'Maori' response given","17900"
"2018","Statistical Area 2","327100","Christchurch Central-South","20","Maori","10800"
"2018","Statistical Area 2","327100","Christchurch Central-South","Total","Total","17000"
"2018","Statistical Area 2","327200","North Beach","00","No 'Maori' response given","31900"
"2018","Statistical Area 2","327200","North Beach","20","Maori","29200"
"2018","Statistical Area 2","327200","North Beach","Total","Total","31500"
"2018","Statistical Area 2","327300","Halswell North","00","No 'Maori' response given","39200"
"2018","Statistical Area 2","327300","Halswell North","20","Maori","34500"
"2018","Statistical Area 2","327300","Halswell North","Total","Total","39100"
"2018","Statistical Area 2","327400","Addington East","00","No 'Maori' response given","32100"
"2018","Statistical Area 2","327400","Addington East","20","Maori","27400"
"2018","Statistical Area 2","327400","Addington East","Total","Total","31700"
"2018","Statistical Area 2","327500","Avondale (Christchurch City)","00","No 'Maori' response given","32800"
"2018","Statistical Area 2","327500","Avondale (Christchurch City)","20","Maori","30500"
"2018","Statistical Area 2","327500","Avondale (Christchurch City)","Total","Total","32500"
"2018","Statistical Area 2","327600","Spreydon North","00","No 'Maori' response given","34800"
"2018","Statistical Area 2","327600","Spreydon North","20","Maori","28800"
"2018","Statistical Area 2","327600","Spreydon North","Total","Total","34100"
"2018","Statistical Area 2","327700","Hoon Hay East","00","No 'Maori' response given","38600"
"2018","Statistical Area 2","327700","Hoon Hay East","20","Maori","37200"
"2018","Statistical Area 2","327700","Hoon Hay East","Total","Total","38400"
"2018","Statistical Area 2","327800","Avonside","00","No 'Maori' response given","24000"
"2018","Statistical Area 2","327800","Avonside","20","Maori","20400"
"2018","Statistical Area 2","327800","Avonside","Total","Total","23600"
"2018","Statistical Area 2","327900","Linwood West","00","No 'Maori' response given","29600"
"2018","Statistical Area 2","327900","Linwood West","20","Maori","20500"
"2018","Statistical Area 2","327900","Linwood West","Total","Total","28300"
"2018","Statistical Area 2","328000","Halswell South","00","No 'Maori' response given","38300"
"2018","Statistical Area 2","328000","Halswell South","20","Maori","35800"
"2018","Statistical Area 2","328000","Halswell South","Total","Total","38300"
